Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),normalization,normError,normCross,normCrossError,nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,RL_fortran_qvcenter_nu,RT_fortran_qvcenter_nu,RL_fortran_qvdata_nu,RT_fortran_qvdata_nu,RL_fortran_qvcenter_ex,RT_fortran_qvcenter_ex,RL_fortran_qvdata_ex,RT_fortran_qvdata_ex,RL_fortran_q2center_nu,RT_fortran_q2center_nu,RL_fortran_q2data_nu,RT_fortran_q2data_nu,RL_fortran_q2center_ex,RT_fortran_q2center_ex,RL_fortran_q2data_ex,RT_fortran_q2data_ex,RL_fortran_qvcenter_w2,RT_fortran_qvcenter_w2,RL_fortran_qvdata_w2,RT_fortran_qvdata_w2,RL_fortran_q2center_w2,RT_fortran_q2center_w2,RL_fortran_q2data_w2,RT_fortran_q2data_w2,bc_qv_ex,bc_qv_nu,bc_qv_w2,bc_q2_ex,bc_q2_w2
6,12,1.2044,28.0,0.7539999999999999,3882.212114,47.678,13,0.4886921905584123,0.0585262035705365,0.9414737964294636,0.0621644530017691,1.0029,0.00069905,3893.4705291306,47.89321821993301,0.0150008072327563,0.7389991927672436,2.894010933453939,0.0031,1.2075,0.4504,0.4535,1.0051544163705737,0.1269929095799661,0.128196088931921,0.6967120889319209,0.8346928111179112,2.167075817597079,0.5967673239595798,0.0018469300293756,2108076.8990727155,25814.72997984456,0.0025238579653335,0.0025173784956088,7019.885862138868,6983.887995524486,27331718.722098235,336204.9254744394,70.1930892190426,0.8634386505166404,27191562.08932356,334480.8717932247,69.83314013830518,0.8590109504113383,0.702~0.878,0.756,0.100~0.145,0.12,0.337,0.0369,0.0109,0.0241,0.0875,0.0336,0.01,0.023,0.0113,0.0247,0.0109,0.0241,0.0108,0.0244,0.0105,0.0238,0.0198,0.0285,0.0109,0.0241,0.0111,0.0246,0.0109,0.0241,47.1996060052165,1.0,2.1140080250100493,1.0775983210375026,1.0629294941292156
6,12,1.2044,28.0,0.7579999999999999,4030.894409,49.835,13,0.4886921905584123,0.0585262035705365,0.9414737964294636,0.0621644530017691,1.0029,0.00069905,4042.5840027861,50.05889079691858,0.0150008072327563,0.7429991927672436,2.894010933453939,0.0031,1.2075,0.4464,0.4495,1.0051544163705737,0.1258650862266804,0.1270653626789383,0.7016293626789382,0.837633191008414,2.175712727850061,0.5929372166315632,0.0018418326121761,2194870.465459833,27057.290478269955,0.0025238579653335,0.0025173784956088,7200.086856905371,7163.164922364418,29106955.9463961,360428.3616981547,74.75223846747083,0.9256490748712676,28957695.92446893,358580.0906089581,74.36891013958564,0.920902360667742,0.702~0.878,0.756,0.100~0.145,0.12,0.0,0.0,0.0,0.0,0.118,0.0345,0.0102,0.0232,0.0115,0.0249,0.0112,0.0243,0.011,0.0245,0.0107,0.0241,0.0225,0.0289,0.0112,0.0243,0.0113,0.0247,0.0112,0.0243,-45.448489265641726,1.0,2.244778863749842,1.062341976640407,1.0524296006567744
6,12,1.2044,28.0,0.7619999999999999,3985.079821,49.739,13,0.4886921905584123,0.0585262035705365,0.9414737964294636,0.0621644530017691,1.0029,0.00069905,3996.6365524808994,49.96096933546104,0.0150008072327563,0.7469991927672436,2.894010933453939,0.0031,1.2075,0.4424,0.4455,1.0051544163705737,0.1247372628733947,0.1259346364259555,0.7065786364259554,0.8405823198390241,2.1843496381030443,0.5890775361086886,0.0018366980326911,2175990.000177121,27080.6627516894,0.0025238579653335,0.0025173784956088,7385.347851233198,7347.475901165834,29516551.175024863,368979.1375271749,75.80415747480305,0.9476091051482208,29365190.75507191,367087.01819118526,75.41543492244487,0.9427497802475582,0.702~0.878,0.756,0.100~0.145,0.12,0.0,0.0,0.0,0.0,0.162,0.0355,0.0105,0.0234,0.0117,0.025,0.0115,0.0245,0.0112,0.0247,0.011,0.0243,0.0258,0.0295,0.0115,0.0245,0.0116,0.0249,0.0115,0.0245,-14.17786518813465,1.0,2.4112179425252402,1.054334238602169,1.0466314531935135
6,12,1.2044,28.01,0.1899999999999999,14215.11709,176.09,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,14256.340929560998,176.88001293786814,0.0150111788221583,0.1749888211778416,2.894010933453939,0.0031,1.2075,1.0144,1.0175,1.0051544163705737,0.2862162502662733,0.2878298674240097,0.3239298674240097,0.5691483703077869,0.94907009510499,0.8771726238266583,0.0003235694725788,44059598.13185499,544210.7952785369,0.0025202179325216,0.0025137478078087,443.10844592333257,440.836192635272,6317105.073850973,78377.02764779772,16.22353590578907,0.2012872205492566,6284711.056298065,77975.11145680746,16.14034186346139,0.2002550227815419,0.523~0.609,0.57,0.206~0.322,0.265,0.00658,0.0196,0.00661,0.0196,0.00657,0.0197,0.0066,0.0197,0.00723,0.0197,0.00661,0.0196,0.0073,0.02,0.00662,0.0197,0.00658,0.0196,0.00661,0.0196,0.00746,0.0206,0.00661,0.0196,0.9981946319305904,1.0,0.9985619750979156,1.0517006264699982,1.0740266809696402
6,12,1.2044,28.01,0.1939999999999999,14144.61042,174.47,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,14185.629790218,175.2551169500131,0.0150111788221583,0.1789888211778416,2.894010933453939,0.0031,1.2075,1.0104,1.0135,1.0051544163705737,0.2850876372920372,0.2866983495176746,0.3243343495176746,0.5695035992139774,0.9577077970113254,0.8766126948581119,0.0003625909577271,39122955.18658156,481175.81611425854,0.0025202179325216,0.0025137478078087,447.44323921784735,445.1487571765163,6347264.143680334,78416.71721761653,16.300990174246184,0.2013891509673062,6314715.470881708,78014.59749912335,16.21739894762244,0.2003564305019771,0.523~0.609,0.57,0.206~0.322,0.265,0.00659,0.0194,0.0066,0.0194,0.00658,0.0195,0.0066,0.0195,0.00712,0.0193,0.0066,0.0194,0.00721,0.0196,0.00662,0.0195,0.00658,0.0194,0.0066,0.0194,0.00739,0.0203,0.0066,0.0194,0.9988075011916104,1.0,0.9990252962116812,1.0403433331104193,1.0682606529827698
6,12,1.2044,28.01,0.1979999999999999,13994.27183,173.79,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,14034.855218307,174.5683145198813,0.0150111788221583,0.1829888211778416,2.894010933453939,0.0031,1.2075,1.0064,1.0095,1.0051544163705737,0.283959024317801,0.2855668316113394,0.3247708316113393,0.5698866831321288,0.9663454989176608,0.8760383513879351,0.0004012132261528,34981038.26955698,433161.1937782176,0.0025202179325216,0.0025137478078087,451.9145410071883,449.59713019912704,6342555.154083549,78889.95973065065,16.288896586928843,0.2026045283929779,6310030.62891107,78485.41323183724,16.20536737603465,0.2015655754909235,0.523~0.609,0.57,0.206~0.322,0.265,0.00657,0.0191,0.00657,0.0191,0.00657,0.0193,0.00658,0.0193,0.007,0.0188,0.00657,0.0191,0.00711,0.0192,0.0066,0.0193,0.00657,0.0191,0.00657,0.0191,0.0073,0.0199,0.00657,0.0191,0.9994408700664866,1.0,1.0000158296141235,1.0293734765118994,1.062707449414344
6,12,1.2044,28.01,0.2019999999999999,13697.55286,171.19,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,13737.275763294,171.95325915901842,0.0150111788221583,0.1869888211778416,2.894010933453939,0.0031,1.2075,1.0024,1.0055,1.0051544163705737,0.282830411343565,0.2844353137050042,0.3252393137050042,0.5702975659294052,0.9749832008239958,0.8754494711573443,0.000439427959749,31261724.381716046,389574.6645201444,0.0025202179325216,0.0025137478078087,456.5252626584532,454.1842081407565,6271413.426049396,78501.00680254796,16.10619100174877,0.2016056227675426,6239253.714562892,78098.45484836107,16.023598702282225,0.200571792238155,0.523~0.609,0.57,0.206~0.322,0.265,0.00651,0.0188,0.00651,0.0188,0.00654,0.019,0.00654,0.019,0.00688,0.0184,0.00651,0.0188,0.00697,0.0187,0.00656,0.019,0.00651,0.0188,0.00651,0.0188,0.00719,0.0195,0.00651,0.0188,1.0000981246078722,1.0,0.9999597040837288,1.0172102097876092,1.0576432058070442
6,12,1.2044,28.01,0.2059999999999999,13689.00099,172.88,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,13728.699092870998,173.64522639566667,0.0150111788221583,0.1909888211778416,2.894010933453939,0.0031,1.2075,0.9984,1.0015,1.0051544163705737,0.2817017983693289,0.283303795798669,0.325739795798669,0.570736187567136,0.9836209027303308,0.8748459313561832,0.000477227126839,28767641.90628622,362259.37352952175,0.0025202179325216,0.0025137478078087,461.2783981670655,458.91296964366575,6332752.326477179,80098.79188115057,16.263721047850268,0.2057090409138932,6300278.07005373,79688.04650968204,16.18032093673284,0.2046541681194323,0.523~0.609,0.57,0.206~0.322,0.265,0.00645,0.0184,0.00644,0.0184,0.0065,0.0186,0.00648,0.0186,0.00675,0.018,0.00644,0.0184,0.00685,0.0183,0.0065,0.0186,0.00646,0.0184,0.00644,0.0184,0.00706,0.019,0.00644,0.0184,1.0013224867686064,1.0,1.0009830468317287,1.0139438917584913,1.0521201509455833
6,12,1.2044,28.01,0.2099999999999999,12964.55511,164.39,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,13002.152319819,165.11564021630338,0.0150111788221583,0.1949888211778416,2.894010933453939,0.0031,1.2075,0.9944,0.9975,1.0051544163705737,0.2805731853950928,0.2821722778923338,0.3262722778923338,0.5712024841440501,0.9922586046366662,0.8742276086289038,0.0005146029879979,25266375.48375527,319450.14668404905,0.0025202179325216,0.0025137478078087,466.1770262524302,463.78647763963386,6061304.703334358,76973.11814380248,15.566591554337815,0.1976817120164279,6030222.426142847,76578.40117913242,15.486766312529268,0.1966680032409547,0.523~0.609,0.57,0.206~0.322,0.265,0.00637,0.018,0.00635,0.018,0.00643,0.0182,0.00641,0.0183,0.00661,0.0175,0.00635,0.018,0.00671,0.0179,0.00643,0.0183,0.00639,0.018,0.00635,0.018,0.00692,0.0185,0.00635,0.018,0.9979374838439942,1.0,1.002040061181773,1.0064296139757922,1.0469877733130435
6,12,1.2044,28.01,0.2139999999999999,12758.74847,162.72,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,12795.748840563,163.43543350700483,0.0150111788221583,0.1989888211778416,2.894010933453939,0.0031,1.2075,0.9904,0.9935,1.0051544163705737,0.2794445724208567,0.2810407599859986,0.3268367599859986,0.5716963879420602,1.0008963065430012,0.8735943790807702,0.0005515481013923,23199697.013297435,295024.13223653584,0.0025202179325216,0.0025137478078087,471.22431250617495,468.8078814871836,6029667.950395985,77014.74979348702,15.485342312598451,0.1977886300675887,5998747.9059864255,76619.81934235839,15.405933715650535,0.1967743730179954,0.523~0.609,0.57,0.206~0.322,0.265,0.00628,0.0175,0.00626,0.0176,0.00635,0.0178,0.00633,0.0179,0.00645,0.017,0.00626,0.0176,0.00658,0.0174,0.00634,0.0178,0.00631,0.0176,0.00626,0.0176,0.00677,0.018,0.00626,0.0176,0.9980793409823092,1.0,1.0025770498361681,1.0039578711625772,1.041083767835222
6,12,1.2044,28.01,0.2179999999999998,12309.96502,158.01,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,12345.663918558,158.70170277693387,0.0150111788221583,0.2029888211778415,2.894010933453939,0.0031,1.2075,0.9864,0.9895,1.0051544163705737,0.2783159594466206,0.2799092420796635,0.3274332420796635,0.5722178274745234,1.009534008449336,0.8729461182842858,0.0005880553276334,20994051.64517562,268699.20664758096,0.0025202179325216,0.0025137478078087,476.423511594401,473.9804191625384,5881764.557043695,75609.22253299774,15.105498066763207,0.1941789668261932,5851602.958957946,75221.49960401969,15.028037305259392,0.193183220074123,0.523~0.609,0.57,0.206~0.322,0.265,0.00618,0.017,0.00615,0.0171,0.00626,0.0174,0.00621,0.0174,0.0063,0.0166,0.00615,0.0171,0.00644,0.017,0.00622,0.0174,0.00621,0.0172,0.00615,0.0171,0.00661,0.0175,0.00615,0.0171,1.0036631126017894,1.0,1.0069563494657676,1.0025171975835259,1.0394787956512723
6,12,1.2044,28.01,0.2219999999999998,12004.8269,156.69,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,12039.64089801,157.36831954802156,0.0150111788221583,0.2069888211778415,2.894010933453939,0.0031,1.2075,0.9824,0.9855,1.0051544163705737,0.2771873464723846,0.2787777241733283,0.3280617241733283,0.572766727536899,1.0181717103556711,0.8722827012858488,0.0006241178341389,19290653.526381526,251058.3601831785,0.0025202179325216,0.0025137478078087,481.77796951540313,479.30741950576527,5800433.745537862,75816.58945789695,14.896624963453013,0.1947115248116067,5770689.210601247,75427.8031545209,14.820235300006903,0.1937130471103872,0.523~0.609,0.57,0.206~0.322,0.265,0.00606,0.0165,0.00604,0.0167,0.00613,0.0169,0.0061,0.017,0.00615,0.0161,0.00604,0.0167,0.00627,0.0165,0.00611,0.0169,0.00611,0.0167,0.00604,0.0167,0.00644,0.017,0.00604,0.0167,0.9989862542774615,1.0,1.0037423494009214,0.9986929444732754,1.0331720914547085
6,12,1.2044,28.01,0.2259999999999998,11695.6161,153.56,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,11729.533386689998,154.2221899083446,0.0150111788221583,0.2109888211778415,2.894010933453939,0.0031,1.2075,0.9784,0.9815,1.0051544163705737,0.2760587334981484,0.2776462062669932,0.3287222062669931,0.5733430092597216,1.0268094122620064,0.8716040026126393,0.0006597290990007,17779317.911634006,232762.2053242616,0.0025202179325216,0.0025137478078087,487.2911259143656,484.7923045236012,5715697.530450312,75151.10456141636,14.679006131421223,0.193002432120161,5686387.521519965,74765.73085434285,14.603732413995052,0.192012718619948,0.523~0.609,0.57,0.206~0.322,0.265,0.00594,0.016,0.00592,0.0162,0.00602,0.0164,0.00599,0.0165,0.00601,0.0157,0.00592,0.0162,0.00612,0.016,0.006,0.0165,0.00601,0.0163,0.00592,0.0162,0.00628,0.0164,0.00592,0.0162,0.9991998150695813,1.0,1.0089841226563427,0.9919207726384388,1.027885468502805
6,12,1.2044,28.01,0.2299999999999998,11097.72324,148.35,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,11129.906637395998,148.9823372768029,0.0150111788221583,0.2149888211778415,2.894010933453939,0.0031,1.2075,0.9744,0.9775,1.0051544163705737,0.2749301205239123,0.276514688360658,0.3294146883606579,0.5739465901638043,1.035447114168342,0.8709098962797394,0.0006948829143569,16016952.5073091,213489.20362688965,0.0025202179325216,0.0025137478078087,492.9665164565872,490.4385917505073,5486671.303524152,73443.30382090587,14.09082290944438,0.1886164726799273,5458535.737559117,73066.68768973432,14.018565386524124,0.1876492503121922,0.523~0.609,0.57,0.206~0.322,0.265,0.00581,0.0155,0.0058,0.0157,0.0059,0.0159,0.00586,0.016,0.00587,0.0152,0.0058,0.0157,0.00597,0.0156,0.00587,0.016,0.00589,0.0158,0.0058,0.0157,0.00608,0.0159,0.0058,0.0157,1.0000352062221292,1.0,1.0091925900991843,0.9941041227128694,1.023989572028826
6,12,1.2044,28.01,0.2339999999999998,10548.73069,143.88,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,10579.322009001,144.48554993792533,0.0150111788221583,0.2189888211778415,2.894010933453939,0.0031,1.2075,0.9704,0.9735,1.0051544163705737,0.2738015075496762,0.2753831704543228,0.3301391704543228,0.5745773842175854,1.044084816074677,0.8702002557974959,0.0007295733892676,14500696.111766344,197211.14025887896,0.0025202179325216,0.0025137478078087,498.8077752608398,496.2498966695509,5277048.075077827,72070.5157218755,13.552470304314571,0.1850908898765242,5249987.453800651,71700.93922693867,13.482973445264294,0.1841417466431209,0.523~0.609,0.57,0.206~0.322,0.265,0.00568,0.015,0.00564,0.0152,0.00577,0.0154,0.00574,0.0156,0.00569,0.0148,0.00564,0.0152,0.00583,0.0152,0.00575,0.0155,0.00574,0.0153,0.00564,0.0152,0.0059,0.0154,0.00564,0.0152,0.9955328819007803,1.0,1.0100660320793509,0.9964322439146971,1.0236657230025707
6,12,1.2044,28.01,0.2379999999999998,10127.77631,139.23,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,10157.146861298996,139.81313517184194,0.0150111788221583,0.2229888211778415,2.894010933453939,0.0031,1.2075,0.9664,0.9695,1.0051544163705737,0.2726728945754401,0.2742516525479876,0.3308956525479876,0.5752353018965262,1.052722517981012,0.8694749541791212,0.0007637949520953,13298263.929912664,182287.1434513205,0.0025202179325216,0.0025137478078087,504.8186373945075,502.22993519474767,5127517.038336858,70580.27638730334,13.168445958473178,0.1812636698018212,5101223.209913731,70218.34181672867,13.100918370355474,0.1803341524940325,0.523~0.609,0.57,0.206~0.322,0.265,0.00555,0.0146,0.00551,0.0148,0.00564,0.0149,0.00562,0.0152,0.00555,0.0144,0.00551,0.0148,0.00569,0.0147,0.00562,0.0151,0.00562,0.0149,0.00551,0.0148,0.00573,0.0149,0.00551,0.0148,0.9908082767410472,1.0,1.0109271919349463,0.990893995522355,1.0174966356262118
6,12,1.2044,28.01,0.2419999999999998,9671.191834,136.2,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,9699.2382903186,136.76218375101948,0.0150111788221583,0.2269888211778415,2.894010933453939,0.0031,1.2075,0.9624,0.9655,1.0051544163705737,0.2715442816012041,0.2731201346416524,0.3316841346416524,0.5759202502444696,1.0613602198873473,0.8687338639485424,0.0007975423523937,12161408.433304563,170774.62982525333,0.0025202179325216,0.0025137478078087,511.0029414322176,508.3825262165734,4956339.296004797,69885.87817346439,12.728828726128626,0.1794803221728946,4930923.264408688,69527.50446623849,12.663555488409504,0.1785599498442885,0.523~0.609,0.57,0.206~0.322,0.265,0.00541,0.0141,0.00538,0.0144,0.00551,0.0144,0.00549,0.0147,0.00541,0.014,0.00538,0.0144,0.00551,0.0143,0.0055,0.0147,0.0055,0.0144,0.00538,0.0144,0.00556,0.0144,0.00538,0.0144,0.9908389749490223,1.0,1.0073153235307,0.9863384206741471,1.010976947608662
6,12,1.2044,28.01,0.2459999999999998,9571.419202,135.6,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,9599.176317685798,136.15773748283686,0.0150111788221583,0.2309888211778415,2.894010933453939,0.0031,1.2075,0.9584,0.9615,1.0051544163705737,0.270415668626968,0.2719886167353173,0.3325046167353173,0.5766321329368641,1.0699979217936826,0.8679768571484983,0.0008308106623063,11553987.87376881,163214.08252460987,0.0025202179325216,0.0025137478078087,517.3646320797128,514.7115942123805,4966274.323867805,70443.19775761402,12.754343780789933,0.1809116256226153,4940807.345601786,70081.96612414176,12.688939702263369,0.1799839135919571,0.523~0.609,0.57,0.206~0.322,0.265,0.00528,0.0137,0.00525,0.014,0.00537,0.014,0.00533,0.0143,0.00528,0.0137,0.00525,0.014,0.00537,0.014,0.00533,0.0142,0.00538,0.014,0.00525,0.014,0.0054,0.014,0.00525,0.014,0.9922304318395307,1.0,1.0081442633038438,0.9965085918211269,1.0093970464473405
6,12,1.2044,28.01,0.2499999999999999,9337.331979,133.77,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,9364.4102417391,134.31662642801794,0.0150111788221583,0.2349888211778416,2.894010933453939,0.0031,1.2075,0.9544,0.9575,1.0051544163705737,0.2692870556527318,0.2708570988289821,0.333357098828982,0.5773708503457566,1.0786356237000176,0.8672038053488915,0.0008635952774824,10843517.195969488,154898.94802338924,0.0025202179325216,0.0025137478078087,523.9077628647844,521.2211719235323,4906087.220297608,70369.52326744786,12.59977176965172,0.1807224154191158,4880928.880571983,70008.6694356268,12.535160334018292,0.1797956736554677,0.523~0.609,0.57,0.206~0.322,0.265,0.00515,0.0133,0.00512,0.0136,0.00524,0.0136,0.0052,0.0139,0.00511,0.0134,0.00512,0.0136,0.00524,0.0136,0.0052,0.0138,0.00526,0.0136,0.00512,0.0136,0.00524,0.0136,0.00512,0.0136,0.9923944433490766,1.0,1.0090239986085092,0.9958692677435496,1.0077248678928536
6,12,1.2044,28.01,0.2539999999999999,8956.297585,130.08,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,8982.270847996499,130.60738205684615,0.0150111788221583,0.2389888211778416,2.894010933453939,0.0031,1.2075,0.9504,0.9535,1.0051544163705737,0.2681584426784958,0.269725580922647,0.3342415809226469,0.578136299606457,1.0872733256063527,0.8664145796553953,0.000895891917514,10026065.279080302,145196.08610930122,0.0025202179325216,0.0025137478078087,530.6364988971366,527.9154031011143,4766320.754926676,69305.04394476554,12.240824713545807,0.1779886286116123,4741879.13548346,68949.64874652118,12.178053952889307,0.1770759056646205,0.523~0.609,0.57,0.206~0.322,0.265,0.00502,0.0129,0.005,0.0133,0.00511,0.0132,0.00508,0.0135,0.00499,0.0131,0.005,0.0133,0.00512,0.0133,0.00508,0.0135,0.00514,0.0133,0.005,0.0133,0.00509,0.0133,0.005,0.0133,0.9919120724579308,1.0,1.0092108792851984,0.9952296478230457,1.0059174881622874
6,12,1.2044,28.01,0.2579999999999999,8681.273103,127.64,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,8706.448794998698,128.153924944536,0.0150111788221583,0.2429888211778416,2.894010933453939,0.0031,1.2075,0.9464,0.9495,1.0051544163705737,0.2670298297042597,0.2685940630163118,0.3351580630163117,0.5789283746857738,1.0959110275126882,0.8656090507183214,0.0009276966259033,9385017.20486543,137588.0826080483,0.0025202179325216,0.0025137478078087,537.5551196991104,534.798545322143,4680196.124149701,68889.79846347086,12.01964016406493,0.1769221986730972,4656196.150487029,68536.53263766094,11.958003634372544,0.17601494436241,0.523~0.609,0.57,0.206~0.322,0.265,0.00489,0.0126,0.00488,0.0129,0.00499,0.0129,0.00496,0.0132,0.00487,0.0128,0.00488,0.0129,0.00495,0.013,0.00495,0.0131,0.00503,0.0129,0.00488,0.0129,0.00495,0.0129,0.00488,0.0129,0.9921994808423569,1.0,1.0101755290455454,0.9967455502087749,1.0047509705205924
6,12,1.2044,28.01,0.2619999999999999,8768.801438,131.06,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,8794.230962170199,131.5829315559762,0.0150111788221583,0.2469888211778416,2.894010933453939,0.0031,1.2075,0.9424,0.9455,1.0051544163705737,0.2659012167300236,0.2674625451099766,0.3361065451099765,0.5797469664517242,1.1045487294190233,0.8647870887417525,0.0009590057695674,9170154.384093452,136662.36863111716,0.0025202179325216,0.0025137478078087,544.6680221092657,541.874972878258,4789936.384137307,71669.01507393245,12.301474173062063,0.1840597593029542,4765373.664111113,71301.49746813627,12.238392402910998,0.1831159036912556,0.523~0.609,0.57,0.206~0.322,0.265,0.00477,0.0123,0.00472,0.0126,0.00487,0.0126,0.00484,0.0129,0.00476,0.0126,0.00472,0.0126,0.00483,0.0127,0.00484,0.0128,0.00487,0.0126,0.00472,0.0126,0.00476,0.0126,0.00472,0.0126,0.9925274952273903,1.0,1.0104530204612714,0.9953929204595273,1.0027761442109768
6,12,1.2044,28.01,0.2659999999999999,8401.133428,126.32,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,8425.496714941199,126.82237825676872,0.0150111788221583,0.2509888211778416,2.894010933453939,0.0031,1.2075,0.9384,0.9415,1.0051544163705737,0.2647726037557875,0.2663310272036414,0.3370870272036413,0.5805919627446123,1.1131864313253583,0.8639485634929417,0.0009898160378909,8512184.479142044,127619.67392360762,0.0025202179325216,0.0025137478078087,551.9797232608767,549.1491797389433,4650703.345048668,70003.38125345742,11.94389705782981,0.1797820925906765,4626854.60990312,69644.40499224655,11.882648937619964,0.1788601727880144,0.523~0.609,0.57,0.206~0.322,0.265,0.00466,0.0121,0.00461,0.0124,0.00475,0.0123,0.00473,0.0126,0.0046,0.0123,0.00461,0.0124,0.00472,0.0125,0.00473,0.0126,0.00476,0.0124,0.00461,0.0124,0.00463,0.0124,0.00461,0.0124,0.9921873361504588,1.0,1.0106608324977522,0.9947278607350551,1.0014146710076848
6,12,1.2044,28.01,0.2699999999999999,8084.33204,123.57,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,8107.776602915999,124.05714191554353,0.0150111788221583,0.2549888211778416,2.894010933453939,0.0031,1.2075,0.9344,0.9375,1.0051544163705737,0.2636439907815514,0.2651995092973063,0.3380995092973062,0.5814632484493807,1.1218241332316936,0.863093344311983,0.0010201244413358,7947830.945309707,121132.28052666112,0.0025202179325216,0.0025137478078087,559.4948636374652,556.6257825913929,4536259.364851518,69409.33369929068,11.64998299431115,0.1782564646785077,4512997.496674303,69053.4037047909,11.590242060893573,0.1773423682722887,0.523~0.609,0.57,0.206~0.322,0.265,0.00455,0.0119,0.0045,0.0122,0.00464,0.0121,0.00458,0.0123,0.0045,0.0122,0.0045,0.0122,0.00462,0.0123,0.00462,0.0123,0.00466,0.0122,0.0045,0.0122,0.0045,0.0122,0.0045,0.0122,1.000967204075192,1.0,1.0116328049026104,1.0001076054058484,0.9999949514714903
6,12,1.2044,28.01,0.2739999999999999,7870.332206,121.65,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,7893.156169397399,122.12677373882212,0.0150111788221583,0.2589888211778416,2.894010933453939,0.0031,1.2075,0.9304,0.9335,1.0051544163705737,0.2625153778073153,0.2640679913909711,0.339143991390971,0.5823607055691267,1.130461835138029,0.8622213001217579,0.0010499283096215,7517804.879690091,115865.05372338528,0.0025202179325216,0.0025137478078087,567.2182102075711,564.3095239592053,4477141.91529444,69272.53001855969,11.498158059576728,0.1779051266208948,4454183.20048831,68917.30155122829,11.439195682086789,0.1769928318708256,0.523~0.609,0.57,0.206~0.322,0.265,0.00444,0.0118,0.0044,0.012,0.00453,0.0119,0.00447,0.0122,0.0044,0.012,0.0044,0.012,0.00447,0.0121,0.00447,0.0121,0.00456,0.012,0.0044,0.012,0.00439,0.012,0.0044,0.012,0.9961959629507129,1.0,1.0118921108146186,0.9994795817227634,0.9992648693860566
6,12,1.2044,28.01,0.2779999999999999,7507.674807,117.31,13,0.4888667234836117,0.0585671794169344,0.9414328205830657,0.0622106836902728,1.0029,0.00069905,7529.4470639403,117.76719979948656,0.0150111788221583,0.2629888211778416,2.894010933453939,0.0031,1.2075,0.9264,0.9295,1.0051544163705737,0.2613867648330792,0.2629364734846359,0.3402204734846359,0.5832842132996879,1.1390995370443635,0.8613322994381594,0.0010792252894853,6976714.813207003,108698.3423599514,0.0025202179325216,0.0025137478078087,575.154659641023,572.2052754021616,4330596.563345684,67734.35371755005,11.12180152420604,0.1739547952337914,4308389.330847956,67387.0129946066,11.064769097234636,0.1730627577222512,0.523~0.609,0.57,0.206~0.322,0.265,0.00435,0.0118,0.00431,0.0119,0.00444,0.0118,0.00437,0.012,0.00432,0.0119,0.00431,0.0119,0.00437,0.012,0.00437,0.012,0.00447,0.0119,0.00431,0.0119,0.00428,0.0119,0.00431,0.0119,1.0033135128325055,1.0,1.0121016712332935,0.9988087141102903,0.997747533369549
